Cell#,Cascade ID,Switch,NEID,Repoll#,Latitude,Longitude,BTS Manufacturer,Sector,Azimuth,CDR Status,,,,,,,,,,,,,,,
74,NY05XC644,NY-LI_CITY-MSC_2,158,232,40.723055,-73.838055,Lucent,2,105,Nonactive,,,,,,,,,,,,,,,
74,NY05XC644,NY-LI_CITY-MSC_2,158,232,40.723055,-73.838055,Lucent,3,200,Nonactive,,,,,,,,,,,,,,,
75,NY05XC645,NY-LI_CITY-MSC_2,158,232,40.696944,-73.815278,Lucent,1,0,Active,,,,,,,,,,,,,,,
75,NY05XC645,NY-LI_CITY-MSC_2,158,232,40.696944,-73.815278,Lucent,2,160,Active,,,,,,,,,,,,,,,
75,NY05XC645,NY-LI_CITY-MSC_2,158,232,40.696944,-73.815278,Lucent,3,235,Active,,,,,,,,,,,,,,,
76,NY73XC764,NY-LI_CITY-MSC_2,158,232,40.66467,-73.878439,Lucent,1,0,Active,,,,,,,,,,,,,,,
76,NY73XC764,NY-LI_CITY-MSC_2,158,232,40.66467,-73.878439,Lucent,2,125,Active,,,,,,,,,,,,,,,
76,NY73XC764,NY-LI_CITY-MSC_2,158,232,40.66467,-73.878439,Lucent,3,240,Active,,,,,,,,,,,,,,,
77,NY05XC641,NY-LI_CITY-MSC_2,158,232,40.759167,-73.840555,Lucent,1,33,Active,,,,,,,,,,,,,,,
77,NY05XC641,NY-LI_CITY-MSC_2,158,232,40.759167,-73.840555,Lucent,2,130,Active,,,,,,,,,,,,,,,
77,NY05XC641,NY-LI_CITY-MSC_2,158,232,40.759167,-73.840555,Lucent,3,205,Active,,,,,,,,,,,,,,,
78,NY27XC332,NY-LI_CITY-MSC_2,158,232,40.621666,-73.723055,Lucent,1,40,Active,,,,,,,,,,,,,,,
78,NY27XC332,NY-LI_CITY-MSC_2,158,232,40.621666,-73.723055,Lucent,2,170,Active,,,,,,,,,,,,,,,
78,NY27XC332,NY-LI_CITY-MSC_2,158,232,40.621666,-73.723055,Lucent,3,280,Active,,,,,,,,,,,,,,,
79,NY73XC769,NY-LI_CITY-MSC_2,158,232,40.7616,-73.8096,Lucent,1,20,Active,,,,,,,,,,,,,,,
79,NY73XC769,NY-LI_CITY-MSC_2,158,232,40.7616,-73.8096,Lucent,2,160,Active,,,,,,,,,,,,,,,
79,NY73XC769,NY-LI_CITY-MSC_2,158,232,40.7616,-73.8096,Lucent,3,265,Active,,,,,,,,,,,,,,,
80,NY15XC659,NY-LI_CITY-MSC_2,158,232,40.756389,-73.879166,Lucent,1,30,Active,,,,,,,,,,,,,,,
80,NY15XC659,NY-LI_CITY-MSC_2,158,232,40.756389,-73.879166,Lucent,2,100,Active,,,,,,,,,,,,,,,
80,NY15XC659,NY-LI_CITY-MSC_2,158,232,40.756389,-73.879166,Lucent,3,260,Active,,,,,,,,,,,,,,,
81,NY15XC657,NY-LI_CITY-MSC_2,158,232,40.711667,-73.835277,Lucent,1,45,Active,,,,,,,,,,,,,,,
81,NY15XC657,NY-LI_CITY-MSC_2,158,232,40.711667,-73.835277,Lucent,2,120,Active,,,,,,,,,,,,,,,
81,NY15XC657,NY-LI_CITY-MSC_2,158,232,40.711667,-73.835277,Lucent,3,275,Active,,,,,,,,,,,,,,,
82,NY05XC652,NY-LI_CITY-MSC_2,158,232,40.749444,-73.861666,Lucent,1,350,Active,,,,,,,,,,,,,,,
82,NY05XC652,NY-LI_CITY-MSC_2,158,232,40.749444,-73.861666,Lucent,2,50,Active,,,,,,,,,,,,,,,
82,NY05XC652,NY-LI_CITY-MSC_2,158,232,40.749444,-73.861666,Lucent,3,200,Active,,,,,,,,,,,,,,,
84,NY15XC661,NY-LI_CITY-MSC_2,158,232,40.723055,-73.763889,Lucent,1,25,Active,,,,,,,,,,,,,,,
84,NY15XC661,NY-LI_CITY-MSC_2,158,232,40.723055,-73.763889,Lucent,2,160,Active,,,,,,,,,,,,,,,
84,NY15XC661,NY-LI_CITY-MSC_2,158,232,40.723055,-73.763889,Lucent,3,270,Active,,,,,,,,,,,,,,,
85,NY05XC655,NY-LI_CITY-MSC_2,158,232,40.591944,-73.793889,Lucent,1,50,Active,,,,,,,,,,,,,,,
85,NY05XC655,NY-LI_CITY-MSC_2,158,232,40.591944,-73.793889,Lucent,2,130,Active,,,,,,,,,,,,,,,
85,NY05XC655,NY-LI_CITY-MSC_2,158,232,40.591944,-73.793889,Lucent,3,270,Active,,,,,,,,,,,,,,,
86,NY73XC802,NY-LI_CITY-MSC_2,158,232,40.681147,-73.833891,Lucent,1,30,Active,,,,,,,,,,,,,,,
86,NY73XC802,NY-LI_CITY-MSC_2,158,232,40.681147,-73.833891,Lucent,2,150,Active,,,,,,,,,,,,,,,
86,NY73XC802,NY-LI_CITY-MSC_2,158,232,40.681147,-73.833891,Lucent,3,250,Active,,,,,,,,,,,,,,,
87,NY05XC647,NY-LI_CITY-MSC_2,158,232,40.701667,-73.832777,Lucent,1,350,Active,,,,,,,,,,,,,,,
87,NY05XC647,NY-LI_CITY-MSC_2,158,232,40.701667,-73.832777,Lucent,2,125,Active,,,,,,,,,,,,,,,
87,NY05XC647,NY-LI_CITY-MSC_2,158,232,40.701667,-73.832777,Lucent,3,245,Active,,,,,,,,,,,,,,,
88,NY05XC631,NY-LI_CITY-MSC_2,158,232,40.714083,-73.789555,Lucent,1,10,Active,,,,,,,,,,,,,,,
88,NY05XC631,NY-LI_CITY-MSC_2,158,232,40.714083,-73.789555,Lucent,2,110,Active,,,,,,,,,,,,,,,
88,NY05XC631,NY-LI_CITY-MSC_2,158,232,40.714083,-73.789555,Lucent,3,250,Active,,,,,,,,,,,,,,,
89,NY05XC623,NY-LI_CITY-MSC_2,158,232,40.667222,-73.798055,Lucent,1,10,Active,,,,,,,,,,,,,,,
89,NY05XC623,NY-LI_CITY-MSC_2,158,232,40.667222,-73.798055,Lucent,2,165,Active,,,,,,,,,,,,,,,
89,NY05XC623,NY-LI_CITY-MSC_2,158,232,40.667222,-73.798055,Lucent,3,250,Active,,,,,,,,,,,,,,,
90,NY25XC595,NY-LI_CITY-MSC_2,158,232,40.585833,-73.818055,Lucent,1,355,Active,,,,,,,,,,,,,,,
90,NY25XC595,NY-LI_CITY-MSC_2,158,232,40.585833,-73.818055,Lucent,2,110,Active,,,,,,,,,,,,,,,
90,NY25XC595,NY-LI_CITY-MSC_2,158,232,40.585833,-73.818055,Lucent,3,250,Active,,,,,,,,,,,,,,,
91,NY05XC626,NY-LI_CITY-MSC_2,158,232,40.769722,-73.869999,Lucent,1,335,Active,,,,,,,,,,,,,,,
91,NY05XC626,NY-LI_CITY-MSC_2,158,232,40.769722,-73.869999,Lucent,2,70,Active,,,,,,,,,,,,,,,
91,NY05XC626,NY-LI_CITY-MSC_2,158,232,40.769722,-73.869999,Lucent,3,225,Active,,,,,,,,,,,,,,,
92,NY05XC627,NY-LI_CITY-MSC_2,158,232,40.712778,-73.882499,Lucent,1,20,Active,,,,,,,,,,,,,,,
92,NY05XC627,NY-LI_CITY-MSC_2,158,232,40.712778,-73.882499,Lucent,2,110,Active,,,,,,,,,,,,,,,
92,NY05XC627,NY-LI_CITY-MSC_2,158,232,40.712778,-73.882499,Lucent,3,230,Active,,,,,,,,,,,,,,,
94,NY73XC829,NY-LI_CITY-MSC_2,158,232,40.75585,-73.86254,Lucent,1,40,Active,,,,,,,,,,,,,,,
94,NY73XC829,NY-LI_CITY-MSC_2,158,232,40.75585,-73.86254,Lucent,2,140,Active,,,,,,,,,,,,,,,
94,NY73XC829,NY-LI_CITY-MSC_2,158,232,40.75585,-73.86254,Lucent,3,270,Active,,,,,,,,,,,,,,,
95,NY05XC625,NY-LI_CITY-MSC_2,158,232,40.700556,-73.774166,Lucent,1,20,Active,,,,,,,,,,,,,,,
95,NY05XC625,NY-LI_CITY-MSC_2,158,232,40.700556,-73.774166,Lucent,2,130,Active,,,,,,,,,,,,,,,
95,NY05XC625,NY-LI_CITY-MSC_2,158,232,40.700556,-73.774166,Lucent,3,260,Active,,,,,,,,,,,,,,,
96,NY73XC555,NY-LI_CITY-MSC_2,158,232,40.745611,-73.712861,Lucent,1,0,Nonactive,,,,,,,,,,,,,,,
96,NY73XC555,NY-LI_CITY-MSC_2,158,232,40.745611,-73.712861,Lucent,2,120,Nonactive,,,,,,,,,,,,,,,
96,NY73XC555,NY-LI_CITY-MSC_2,158,232,40.745611,-73.712861,Lucent,3,240,Nonactive,,,,,,,,,,,,,,,
97,NY73XC761,NY-LI_CITY-MSC_2,158,232,40.7047,-73.7882,Lucent,1,40,Active,,,,,,,,,,,,,,,
97,NY73XC761,NY-LI_CITY-MSC_2,158,232,40.7047,-73.7882,Lucent,2,140,Active,,,,,,,,,,,,,,,
97,NY73XC761,NY-LI_CITY-MSC_2,158,232,40.7047,-73.7882,Lucent,3,250,Active,,,,,,,,,,,,,,,
98,NY05XC633,NY-LI_CITY-MSC_2,158,232,40.715527,-73.746179,Lucent,1,0,Active,,,,,,,,,,,,,,,
98,NY05XC633,NY-LI_CITY-MSC_2,158,232,40.715527,-73.746179,Lucent,2,100,Active,,,,,,,,,,,,,,,
98,NY05XC633,NY-LI_CITY-MSC_2,158,232,40.715527,-73.746179,Lucent,3,240,Active,,,,,,,,,,,,,,,
99,NY05XC634,NY-LI_CITY-MSC_2,158,232,40.577777,-73.848333,Lucent,1,350,Active,,,,,,,,,,,,,,,
99,NY05XC634,NY-LI_CITY-MSC_2,158,232,40.577777,-73.848333,Lucent,2,100,Active,,,,,,,,,,,,,,,
99,NY05XC634,NY-LI_CITY-MSC_2,158,232,40.577777,-73.848333,Lucent,3,250,Active,,,,,,,,,,,,,,,
100,NY54XC974,NY-LI_CITY-MSC_2,158,232,40.65335,-73.8382,Lucent,1,70,Active,,,,,,,,,,,,,,,
100,NY54XC974,NY-LI_CITY-MSC_2,158,232,40.65335,-73.8382,Lucent,2,170,Active,,,,,,,,,,,,,,,
100,NY54XC974,NY-LI_CITY-MSC_2,158,232,40.65335,-73.8382,Lucent,3,290,Active,,,,,,,,,,,,,,,
101,NY58XC006,NY-LI_CITY-MSC_2,158,232,40.684861,-73.866944,Lucent,1,350,Active,,,,,,,,,,,,,,,
101,NY58XC006,NY-LI_CITY-MSC_2,158,232,40.684861,-73.866944,Lucent,2,90,Active,,,,,,,,,,,,,,,
101,NY58XC006,NY-LI_CITY-MSC_2,158,232,40.684861,-73.866944,Lucent,3,250,Active,,,,,,,,,,,,,,,
102,NY58XC009,NY-LI_CITY-MSC_2,158,232,40.713287,-73.856781,Lucent,1,0,Active,,,,,,,,,,,,,,,
102,NY58XC009,NY-LI_CITY-MSC_2,158,232,40.713287,-73.856781,Lucent,2,90,Active,,,,,,,,,,,,,,,
102,NY58XC009,NY-LI_CITY-MSC_2,158,232,40.713287,-73.856781,Lucent,3,190,Active,,,,,,,,,,,,,,,
103,NY58XC010,NY-LI_CITY-MSC_2,158,232,40.730638,-73.851944,Lucent,1,30,Active,,,,,,,,,,,,,,,
103,NY58XC010,NY-LI_CITY-MSC_2,158,232,40.730638,-73.851944,Lucent,2,130,Active,,,,,,,,,,,,,,,
103,NY58XC010,NY-LI_CITY-MSC_2,158,232,40.730638,-73.851944,Lucent,3,275,Active,,,,,,,,,,,,,,,
104,NY58XC012,NY-LI_CITY-MSC_2,158,232,40.750289,-73.851667,Lucent,1,10,Active,,,,,,,,,,,,,,,
104,NY58XC012,NY-LI_CITY-MSC_2,158,232,40.750289,-73.851667,Lucent,2,135,Active,,,,,,,,,,,,,,,
104,NY58XC012,NY-LI_CITY-MSC_2,158,232,40.750289,-73.851667,Lucent,3,315,Active,,,,,,,,,,,,,,,
105,NY58XC013,NY-LI_CITY-MSC_2,158,232,40.750333,-73.822499,Lucent,1,70,Active,,,,,,,,,,,,,,,
105,NY58XC013,NY-LI_CITY-MSC_2,158,232,40.750333,-73.822499,Lucent,2,210,Active,,,,,,,,,,,,,,,
105,NY58XC013,NY-LI_CITY-MSC_2,158,232,40.750333,-73.822499,Lucent,3,290,Active,,,,,,,,,,,,,,,
106,NY58XC014,NY-LI_CITY-MSC_2,158,232,40.737888,-73.818379,Lucent,1,20,Active,,,,,,,,,,,,,,,
106,NY58XC014,NY-LI_CITY-MSC_2,158,232,40.737888,-73.818379,Lucent,2,140,Active,,,,,,,,,,,,,,,
106,NY58XC014,NY-LI_CITY-MSC_2,158,232,40.737888,-73.818379,Lucent,3,260,Active,,,,,,,,,,,,,,,
109,NY73XC529,NY-LI_CITY-MSC_2,158,232,40.6987,-73.7375,Lucent,1,50,Active,,,,,,,,,,,,,,,
109,NY73XC529,NY-LI_CITY-MSC_2,158,232,40.6987,-73.7375,Lucent,2,150,Active,,,,,,,,,,,,,,,
109,NY73XC529,NY-LI_CITY-MSC_2,158,232,40.6987,-73.7375,Lucent,3,300,Active,,,,,,,,,,,,,,,
110,NY25XC555,NY-LI_CITY-MSC_2,158,232,40.746478,-73.713986,Lucent,1,0,Active,,,,,,,,,,,,,,,
110,NY25XC555,NY-LI_CITY-MSC_2,158,232,40.746478,-73.713986,Lucent,2,120,Active,,,,,,,,,,,,,,,
110,NY25XC555,NY-LI_CITY-MSC_2,158,232,40.746478,-73.713986,Lucent,3,240,Active,,,,,,,,,,,,,,,
111,NY70XC850,NY-LI_CITY-MSC_2,158,232,40.753611,-73.817277,Lucent,1,30,Active,,,,,,,,,,,,,,,
111,NY70XC850,NY-LI_CITY-MSC_2,158,232,40.753611,-73.817277,Lucent,2,155,Active,,,,,,,,,,,,,,,
111,NY70XC850,NY-LI_CITY-MSC_2,158,232,40.753611,-73.817277,Lucent,3,290,Active,,,,,,,,,,,,,,,
113,NY74XC643,NY-LI_CITY-MSC_2,158,232,40.788461,-73.785294,Lucent,1,60,Active,,,,,,,,,,,,,,,
113,NY74XC643,NY-LI_CITY-MSC_2,158,232,40.788461,-73.785294,Lucent,2,180,Active,,,,,,,,,,,,,,,
113,NY74XC643,NY-LI_CITY-MSC_2,158,232,40.788461,-73.785294,Lucent,3,290,Active,,,,,,,,,,,,,,,
114,NY07XC716,NY-LI_CITY-MSC_2,158,232,40.614444,-73.734444,Lucent,1,30,Active,,,,,,,,,,,,,,,
114,NY07XC716,NY-LI_CITY-MSC_2,158,232,40.614444,-73.734444,Lucent,2,150,Active,,,,,,,,,,,,,,,
114,NY07XC716,NY-LI_CITY-MSC_2,158,232,40.614444,-73.734444,Lucent,3,270,Active,,,,,,,,,,,,,,,
117,NY07XC713,NY-LI_CITY-MSC_2,158,232,40.6875,-73.718888,Lucent,1,20,Active,,,,,,,,,,,,,,,
117,NY07XC713,NY-LI_CITY-MSC_2,158,232,40.6875,-73.718888,Lucent,2,140,Active,,,,,,,,,,,,,,,
117,NY07XC713,NY-LI_CITY-MSC_2,158,232,40.6875,-73.718888,Lucent,3,270,Active,,,,,,,,,,,,,,,
119,NY54XC850,NY-LI_CITY-MSC_2,158,232,40.587139,-73.735361,Lucent,1,10,Active,,,,,,,,,,,,,,,
119,NY54XC850,NY-LI_CITY-MSC_2,158,232,40.587139,-73.735361,Lucent,2,90,Active,,,,,,,,,,,,,,,
119,NY54XC850,NY-LI_CITY-MSC_2,158,232,40.587139,-73.735361,Lucent,3,300,Active,,,,,,,,,,,,,,,
120,NY73XC780,NY-LI_CITY-MSC_2,158,232,40.721319,-73.777056,Lucent,1,0,Active,,,,,,,,,,,,,,,
120,NY73XC780,NY-LI_CITY-MSC_2,158,232,40.721319,-73.777056,Lucent,2,120,Active,,,,,,,,,,,,,,,
120,NY73XC780,NY-LI_CITY-MSC_2,158,232,40.721319,-73.777056,Lucent,3,240,Active,,,,,,,,,,,,,,,
121,NY25XC511,NY-LI_CITY-MSC_2,158,232,40.77678,-73.81501,Lucent,1,0,Active,,,,,,,,,,,,,,,
121,NY25XC511,NY-LI_CITY-MSC_2,158,232,40.77678,-73.81501,Lucent,2,100,Active,,,,,,,,,,,,,,,
121,NY25XC511,NY-LI_CITY-MSC_2,158,232,40.77678,-73.81501,Lucent,3,240,Active,,,,,,,,,,,,,,,
126,NY81XC012,NY-LI_CITY-MSC_2,158,232,40.602217,-73.745708,Lucent,1,30,Active,,,,,,,,,,,,,,,
126,NY81XC012,NY-LI_CITY-MSC_2,158,232,40.602217,-73.745708,Lucent,2,150,Active,,,,,,,,,,,,,,,
126,NY81XC012,NY-LI_CITY-MSC_2,158,232,40.602217,-73.745708,Lucent,3,270,Active,,,,,,,,,,,,,,,
150,NY81XC005,NY-LI_CITY-MSC_2,158,232,40.691922,-73.987464,Lucent,1,30,Active,,,,,,,,,,,,,,,
150,NY81XC005,NY-LI_CITY-MSC_2,158,232,40.691922,-73.987464,Lucent,2,120,Active,,,,,,,,,,,,,,,
150,NY81XC005,NY-LI_CITY-MSC_2,158,232,40.691922,-73.987464,Lucent,3,275,Active,,,,,,,,,,,,,,,
157,NY07XC787,NY-LI_CITY-MSC_2,158,232,40.750833,-73.725555,Lucent,1,45,Active,,,,,,,,,,,,,,,
157,NY07XC787,NY-LI_CITY-MSC_2,158,232,40.750833,-73.725555,Lucent,2,175,Active,,,,,,,,,,,,,,,
157,NY07XC787,NY-LI_CITY-MSC_2,158,232,40.750833,-73.725555,Lucent,3,285,Active,,,,,,,,,,,,,,,
160,NY27XC351,NY-LI_CITY-MSC_2,158,232,40.674166,-73.732777,Lucent,1,20,Active,,,,,,,,,,,,,,,
160,NY27XC351,NY-LI_CITY-MSC_2,158,232,40.674166,-73.732777,Lucent,2,140,Active,,,,,,,,,,,,,,,
160,NY27XC351,NY-LI_CITY-MSC_2,158,232,40.674166,-73.732777,Lucent,3,260,Active,,,,,,,,,,,,,,,
161,NY27XC678,NY-LI_CITY-MSC_2,158,232,40.659528,-73.726264,Lucent,1,50,Active,,,,,,,,,,,,,,,
161,NY27XC678,NY-LI_CITY-MSC_2,158,232,40.659528,-73.726264,Lucent,2,160,Active,,,,,,,,,,,,,,,
161,NY27XC678,NY-LI_CITY-MSC_2,158,232,40.659528,-73.726264,Lucent,3,280,Active,,,,,,,,,,,,,,,
162,NY54XC978,NY-LI_CITY-MSC_2,158,232,40.755,-73.76,Lucent,1,320,Active,,,,,,,,,,,,,,,
162,NY54XC978,NY-LI_CITY-MSC_2,158,232,40.755,-73.76,Lucent,2,100,Active,,,,,,,,,,,,,,,
162,NY54XC978,NY-LI_CITY-MSC_2,158,232,40.755,-73.76,Lucent,3,220,Active,,,,,,,,,,,,,,,
164,NY15XC548,NY-LI_CITY-MSC_2,158,232,40.696389,-73.871666,Lucent,1,45,Active,,,,,,,,,,,,,,,
164,NY15XC548,NY-LI_CITY-MSC_2,158,232,40.696389,-73.871666,Lucent,2,195,Active,,,,,,,,,,,,,,,
164,NY15XC548,NY-LI_CITY-MSC_2,158,232,40.696389,-73.871666,Lucent,3,255,Active,,,,,,,,,,,,,,,
165,NY15XC667,NY-LI_CITY-MSC_2,158,232,40.745277,-73.87611,Lucent,1,60,Active,,,,,,,,,,,,,,,
165,NY15XC667,NY-LI_CITY-MSC_2,158,232,40.745277,-73.87611,Lucent,2,190,Active,,,,,,,,,,,,,,,
165,NY15XC667,NY-LI_CITY-MSC_2,158,232,40.745277,-73.87611,Lucent,3,300,Active,,,,,,,,,,,,,,,
166,NY54XC902,NY-LI_CITY-MSC_2,158,232,40.702222,-73.811111,Lucent,1,0,Active,,,,,,,,,,,,,,,
166,NY54XC902,NY-LI_CITY-MSC_2,158,232,40.702222,-73.811111,Lucent,2,150,Active,,,,,,,,,,,,,,,
166,NY54XC902,NY-LI_CITY-MSC_2,158,232,40.702222,-73.811111,Lucent,3,290,Active,,,,,,,,,,,,,,,
168,NY15XC668,NY-LI_CITY-MSC_2,158,232,40.686944,-73.825555,Lucent,1,0,Active,,,,,,,,,,,,,,,
168,NY15XC668,NY-LI_CITY-MSC_2,158,232,40.686944,-73.825555,Lucent,2,120,Active,,,,,,,,,,,,,,,
168,NY15XC668,NY-LI_CITY-MSC_2,158,232,40.686944,-73.825555,Lucent,3,255,Active,,,,,,,,,,,,,,,
169,NY15XC669,NY-LI_CITY-MSC_2,158,232,40.740277,-73.850556,Lucent,1,350,Active,,,,,,,,,,,,,,,
169,NY15XC669,NY-LI_CITY-MSC_2,158,232,40.740277,-73.850556,Lucent,2,120,Active,,,,,,,,,,,,,,,
169,NY15XC669,NY-LI_CITY-MSC_2,158,232,40.740277,-73.850556,Lucent,3,240,Active,,,,,,,,,,,,,,,
174,NY15XC670,NY-LI_CITY-MSC_2,158,232,40.705659,-73.799201,Lucent,1,350,Active,,,,,,,,,,,,,,,
174,NY15XC670,NY-LI_CITY-MSC_2,158,232,40.705659,-73.799201,Lucent,2,70,Active,,,,,,,,,,,,,,,
174,NY15XC670,NY-LI_CITY-MSC_2,158,232,40.705659,-73.799201,Lucent,3,200,Active,,,,,,,,,,,,,,,
175,NY99XT641,NY-LI_CITY-MSC_2,158,232,40.75927,-73.844956,Lucent,1,160,Nonactive,,,,,,,,,,,,,,,
175,NY99XT641,NY-LI_CITY-MSC_2,158,232,40.75927,-73.844956,Lucent,2,200,Nonactive,,,,,,,,,,,,,,,
175,NY99XT641,NY-LI_CITY-MSC_2,158,232,40.75927,-73.844956,Lucent,3,240,Nonactive,,,,,,,,,,,,,,,
176,NY99XT666,NY-LI_CITY-MSC_2,158,232,40.753967,-73.848906,Lucent,1,40,Nonactive,,,,,,,,,,,,,,,
176,NY99XT666,NY-LI_CITY-MSC_2,158,232,40.753967,-73.848906,Lucent,2,90,Nonactive,,,,,,,,,,,,,,,
176,NY99XT666,NY-LI_CITY-MSC_2,158,232,40.753967,-73.848906,Lucent,3,290,Nonactive,,,,,,,,,,,,,,,
177,NY15XC663,NY-LI_CITY-MSC_2,158,232,40.766111,-73.788889,Lucent,1,20,Active,,,,,,,,,,,,,,,
177,NY15XC663,NY-LI_CITY-MSC_2,158,232,40.766111,-73.788889,Lucent,2,140,Active,,,,,,,,,,,,,,,
177,NY15XC663,NY-LI_CITY-MSC_2,158,232,40.766111,-73.788889,Lucent,3,290,Active,,,,,,,,,,,,,,,
182,NY05XC635,NY-LI_CITY-MSC_2,158,232,40.755,-73.739166,Lucent,1,170,Active,,,,,,,,,,,,,,,
182,NY05XC635,NY-LI_CITY-MSC_2,158,232,40.755,-73.739166,Lucent,2,240,Active,,,,,,,,,,,,,,,
182,NY05XC635,NY-LI_CITY-MSC_2,158,232,40.755,-73.739166,Lucent,3,310,Active,,,,,,,,,,,,,,,
183,NY15XC671,NY-LI_CITY-MSC_2,158,232,40.696666,-73.745,Lucent,1,5,Active,,,,,,,,,,,,,,,
183,NY15XC671,NY-LI_CITY-MSC_2,158,232,40.696666,-73.745,Lucent,2,120,Active,,,,,,,,,,,,,,,
183,NY15XC671,NY-LI_CITY-MSC_2,158,232,40.696666,-73.745,Lucent,3,230,Active,,,,,,,,,,,,,,,
184,NY15XC672,NY-LI_CITY-MSC_2,158,232,40.757285,-73.828556,Lucent,1,330,Active,,,,,,,,,,,,,,,
184,NY15XC672,NY-LI_CITY-MSC_2,158,232,40.757285,-73.828556,Lucent,2,100,Active,,,,,,,,,,,,,,,
184,NY15XC672,NY-LI_CITY-MSC_2,158,232,40.757285,-73.828556,Lucent,3,200,Active,,,,,,,,,,,,,,,
186,NY05XC636,NY-LI_CITY-MSC_2,158,232,40.738889,-73.806389,Lucent,1,0,Active,,,,,,,,,,,,,,,
186,NY05XC636,NY-LI_CITY-MSC_2,158,232,40.738889,-73.806389,Lucent,2,120,Active,,,,,,,,,,,,,,,
186,NY05XC636,NY-LI_CITY-MSC_2,158,232,40.738889,-73.806389,Lucent,3,230,Active,,,,,,,,,,,,,,,
187,NY05XC637,NY-LI_CITY-MSC_2,158,232,40.781944,-73.825833,Lucent,1,30,Active,,,,,,,,,,,,,,,
187,NY05XC637,NY-LI_CITY-MSC_2,158,232,40.781944,-73.825833,Lucent,2,120,Active,,,,,,,,,,,,,,,
187,NY05XC637,NY-LI_CITY-MSC_2,158,232,40.781944,-73.825833,Lucent,3,220,Active,,,,,,,,,,,,,,,
188,NY05XC638,NY-LI_CITY-MSC_2,158,232,40.634444,-73.739166,Lucent,1,0,Active,,,,,,,,,,,,,,,
188,NY05XC638,NY-LI_CITY-MSC_2,158,232,40.634444,-73.739166,Lucent,2,120,Active,,,,,,,,,,,,,,,
188,NY05XC638,NY-LI_CITY-MSC_2,158,232,40.634444,-73.739166,Lucent,3,240,Active,,,,,,,,,,,,,,,
189,NY05XC639,NY-LI_CITY-MSC_2,158,232,40.743889,-73.835277,Lucent,1,5,Active,,,,,,,,,,,,,,,
189,NY05XC639,NY-LI_CITY-MSC_2,158,232,40.743889,-73.835277,Lucent,2,130,Active,,,,,,,,,,,,,,,
189,NY05XC639,NY-LI_CITY-MSC_2,158,232,40.743889,-73.835277,Lucent,3,305,Active,,,,,,,,,,,,,,,
190,NY05XC629,NY-LI_CITY-MSC_2,158,232,40.766389,-73.815278,Lucent,1,30,Active,,,,,,,,,,,,,,,
190,NY05XC629,NY-LI_CITY-MSC_2,158,232,40.766389,-73.815278,Lucent,2,150,Active,,,,,,,,,,,,,,,
190,NY05XC629,NY-LI_CITY-MSC_2,158,232,40.766389,-73.815278,Lucent,3,280,Active,,,,,,,,,,,,,,,
191,NY05XC624,NY-LI_CITY-MSC_2,158,232,40.721666,-73.805556,Lucent,1,335,Active,,,,,,,,,,,,,,,
191,NY05XC624,NY-LI_CITY-MSC_2,158,232,40.721666,-73.805556,Lucent,2,120,Active,,,,,,,,,,,,,,,
191,NY05XC624,NY-LI_CITY-MSC_2,158,232,40.721666,-73.805556,Lucent,3,225,Active,,,,,,,,,,,,,,,
192,NY58XC023,NY-LI_CITY-MSC_2,158,232,40.74185,-73.867199,Lucent,1,110,Active,,,,,,,,,,,,,,,
192,NY58XC023,NY-LI_CITY-MSC_2,158,232,40.74185,-73.867199,Lucent,2,220,Active,,,,,,,,,,,,,,,
192,NY58XC023,NY-LI_CITY-MSC_2,158,232,40.74185,-73.867199,Lucent,3,340,Active,,,,,,,,,,,,,,,
195,NY25XC582,NY-LI_CITY-MSC_2,158,232,40.697041,-73.802469,Lucent,1,340,Active,,,,,,,,,,,,,,,
195,NY25XC582,NY-LI_CITY-MSC_2,158,232,40.697041,-73.802469,Lucent,2,100,Active,,,,,,,,,,,,,,,
195,NY25XC582,NY-LI_CITY-MSC_2,158,232,40.697041,-73.802469,Lucent,3,160,Active,,,,,,,,,,,,,,,
197,NY58XC131,NY-LI_CITY-MSC_2,158,232,40.767147,-73.827033,Lucent,1,15,Active,,,,,,,,,,,,,,,
197,NY58XC131,NY-LI_CITY-MSC_2,158,232,40.767147,-73.827033,Lucent,2,165,Active,,,,,,,,,,,,,,,
197,NY58XC131,NY-LI_CITY-MSC_2,158,232,40.767147,-73.827033,Lucent,3,235,Active,,,,,,,,,,,,,,,
198,NY58XC127,NY-LI_CITY-MSC_2,158,232,40.690472,-73.782777,Lucent,1,340,Active,,,,,,,,,,,,,,,
198,NY58XC127,NY-LI_CITY-MSC_2,158,232,40.690472,-73.782777,Lucent,2,130,Active,,,,,,,,,,,,,,,
198,NY58XC127,NY-LI_CITY-MSC_2,158,232,40.690472,-73.782777,Lucent,3,270,Active,,,,,,,,,,,,,,,
200,NY60XC239,NY-LI_CITY-MSC_2,158,232,40.735305,-73.856756,Lucent,1,20,Active,,,,,,,,,,,,,,,
200,NY60XC239,NY-LI_CITY-MSC_2,158,232,40.735305,-73.856756,Lucent,2,110,Active,,,,,,,,,,,,,,,
200,NY60XC239,NY-LI_CITY-MSC_2,158,232,40.735305,-73.856756,Lucent,3,250,Active,,,,,,,,,,,,,,,
202,NY60XC257,NY-LI_CITY-MSC_2,158,232,40.71476,-73.796666,Lucent,1,10,Active,,,,,,,,,,,,,,,
